method,tree_id,split,domain,ok,MAE,error_sum,gt_B1,gt_B2,gt_B3,gt_B4,pred_B1,pred_B2,pred_B3,pred_B4,err_B1,err_B2,err_B3,err_B4,delta_B1,delta_B2,delta_B3,delta_B4
M20_weight_visibility_grid,LONSUM_A21A_0028,test,LONSUM,True,0.0,0,0,1,8,1,0,1,8,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0029,train,LONSUM,True,0.25,1,0,2,6,2,0,2,5,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0030,train,LONSUM,True,0.25,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0031,train,LONSUM,True,0.5,2,0,1,6,0,0,2,7,0,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,LONSUM_A21A_0032,train,LONSUM,True,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0033,train,LONSUM,True,0.25,1,0,0,3,1,0,0,4,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0034,train,LONSUM,True,0.0,0,1,1,5,2,1,1,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0035,train,LONSUM,True,0.25,1,0,0,6,1,0,0,7,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0036,train,LONSUM,True,0.25,1,0,1,6,0,0,2,6,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,LONSUM_A21A_0037,train,LONSUM,True,0.25,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1
M20_weight_visibility_grid,LONSUM_A21A_0038,val,LONSUM,True,0.5,2,0,2,1,4,0,2,2,5,0,0,1,1,0,0,1,1
M20_weight_visibility_grid,LONSUM_A21A_0039,train,LONSUM,True,0.25,1,0,0,7,0,0,0,6,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0040,train,LONSUM,True,0.25,1,0,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0041,train,LONSUM,True,0.0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0042,train,LONSUM,True,0.25,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0043,train,LONSUM,True,0.0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0044,train,LONSUM,True,0.25,1,0,1,8,0,0,1,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0045,train,LONSUM,True,0.75,3,1,1,4,0,2,2,3,0,1,1,1,0,1,1,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0046,val,LONSUM,True,0.25,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0047,train,LONSUM,True,0.25,1,0,0,5,3,0,0,5,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0048,train,LONSUM,True,0.5,2,0,2,4,0,0,3,5,0,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,LONSUM_A21A_0049,test,LONSUM,True,0.5,2,0,0,1,1,0,0,2,2,0,0,1,1,0,0,1,1
M20_weight_visibility_grid,LONSUM_A21A_0050,train,LONSUM,True,0.25,1,0,4,3,2,0,4,4,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0051,test,LONSUM,True,0.25,1,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0052,train,LONSUM,True,0.0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0053,test,LONSUM,True,0.25,1,1,1,3,1,1,1,4,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0054,val,LONSUM,True,0.5,2,0,3,3,1,0,4,4,1,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,LONSUM_A21A_0055,test,LONSUM,True,0.25,1,0,0,6,1,0,0,5,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0056,train,LONSUM,True,0.0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0057,train,LONSUM,True,0.25,1,0,0,2,1,0,0,1,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0058,train,LONSUM,True,0.25,1,0,3,4,4,0,3,4,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0059,train,LONSUM,True,0.25,1,0,0,9,2,0,0,8,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0060,train,LONSUM,True,0.5,2,0,1,4,0,0,2,5,0,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,LONSUM_A21A_0061,val,LONSUM,True,0.5,2,1,0,5,0,2,0,4,0,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0062,val,LONSUM,True,0.5,2,0,3,4,2,0,3,3,1,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,LONSUM_A21A_0063,train,LONSUM,True,0.5,2,0,1,6,4,0,1,7,3,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,LONSUM_A21A_0064,train,LONSUM,True,0.25,1,1,0,4,0,1,0,3,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0065,train,LONSUM,True,0.25,1,0,0,5,3,0,0,5,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0066,train,LONSUM,True,0.75,3,0,2,3,3,0,1,4,2,0,1,1,1,0,-1,1,-1
M20_weight_visibility_grid,LONSUM_A21A_0067,test,LONSUM,True,0.0,0,0,3,6,1,0,3,6,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0068,train,LONSUM,True,0.0,0,0,2,7,0,0,2,7,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0069,train,LONSUM,True,0.25,1,0,0,1,3,0,0,1,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0070,train,LONSUM,True,0.0,0,0,3,3,1,0,3,3,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0071,train,LONSUM,True,0.25,1,0,1,3,0,0,1,4,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0072,train,LONSUM,True,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0073,train,LONSUM,True,0.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0074,train,LONSUM,True,0.25,1,0,0,3,1,0,0,4,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0075,train,LONSUM,True,0.25,1,0,0,6,1,0,0,5,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0076,val,LONSUM,True,0.25,1,0,1,4,0,0,1,5,0,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0077,train,LONSUM,True,0.25,1,0,0,2,3,0,0,2,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0078,val,LONSUM,True,0.25,1,0,3,5,2,0,3,4,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0079,train,LONSUM,True,0.25,1,0,0,5,0,0,0,4,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0080,train,LONSUM,True,0.0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0081,train,LONSUM,True,0.5,2,0,0,2,2,0,0,3,1,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,LONSUM_A21A_0082,train,LONSUM,True,0.25,1,0,0,2,1,0,0,3,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0083,train,LONSUM,True,0.25,1,0,0,9,0,0,0,8,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0084,test,LONSUM,True,0.25,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0085,train,LONSUM,True,0.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0086,test,LONSUM,True,0.25,1,0,1,4,2,0,1,4,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0087,test,LONSUM,True,0.25,1,0,0,5,0,0,0,4,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0088,train,LONSUM,True,0.25,1,0,4,7,0,0,4,6,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,LONSUM_A21A_0089,test,LONSUM,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0090,train,LONSUM,True,0.25,1,0,0,3,2,0,0,4,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0091,val,LONSUM,False,0.5,2,0,0,10,1,0,0,8,1,0,0,2,0,0,0,-2,0
M20_weight_visibility_grid,LONSUM_A21A_0092,train,LONSUM,False,0.5,2,0,0,8,0,0,0,6,0,0,0,2,0,0,0,-2,0
M20_weight_visibility_grid,LONSUM_A21A_0093,val,LONSUM,True,0.0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0094,test,LONSUM,True,0.0,0,1,1,4,1,1,1,4,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0095,train,LONSUM,True,0.25,1,0,0,5,2,0,0,5,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,LONSUM_A21A_0096,train,LONSUM,False,0.5,2,0,0,6,0,0,0,4,0,0,0,2,0,0,0,-2,0
M20_weight_visibility_grid,LONSUM_A21A_0097,val,LONSUM,True,0.0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,LONSUM_A21A_0098,train,LONSUM,True,0.25,1,0,2,1,1,0,2,2,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,LONSUM_A21A_0099,test,LONSUM,False,0.5,2,0,0,9,1,0,0,7,1,0,0,2,0,0,0,-2,0
